LT_UNQ_NO,INDUSTRY_CD,STDG_EMD_CD,SLS_GRD_2301,SLS_GRD_2302
1168010100107350011,A05,11680101,3.0,3.0
1156013200102940008,A13,11560132,3.0,3.0
1121510500102260006,A14,11215105,2.0,2.0
1159010200105030004,A01,11590102,3.0,3.0
1174010800104160004,A02,11740108,1.0,1.0
1144010400101810013,A03,11440104,1.0,1.0
1144010400105630000,A01,11440104,1.0,1.0
1123011000103260005,A03,11230110,3.0,3.0
1114012500100490003,A01,11140125,2.0,2.0
1130510300101740001,A01,11305103,4.0,4.0
1141011800100480107,A06,11410118,3.0,3.0
1171010600100070019,A07,11710106,4.0,4.0
1168011500107250000,A08,11680115,1.0,1.0
1121510300102340017,A06,11215103,3.0,3.0
1144012000104650011,A03,11440120,2.0,2.0
1130510300104550066,A03,11305103,3.0,3.0
1126010200101040050,A13,11260102,3.0,3.0
1156012100100580052,A03,11560121,1.0,1.0
1121510100101930052,A04,11215101,4.0,4.0
1154510200110320005,A03,11545102,3.0,3.0
1111010100100690000,A01,11110101,1.0,1.0
1174010700105100017,A14,11740107,5.0,5.0
1162010200101310021,A12,11620102,4.0,4.0
1150010800100530034,A01,11500108,3.0,3.0
1144010100102700019,A03,11440101,2.0,2.0
1111016900101430002,A01,11110169,1.0,1.0
1130510100100550018,A01,11305101,2.0,2.0
1121510100101620003,A03,11215101,1.0,1.0
1121510700101190005,A01,11215107,3.0,3.0
1144012100101620003,A09,11440121,1.0,1.0
1130510300101820026,A01,11305103,2.0,2.0
1150010900108300002,A13,11500109,4.0,4.0
1111012200100500002,A01,11110122,2.0,2.0
1162010200105260005,A03,11620102,4.0,4.0
1117010100102550025,A03,11170101,2.0,2.0
1168011800104160005,A03,11680118,2.0,2.0
1154510300109540014,A08,11545103,2.0,2.0
1168010700105880000,A03,11680107,2.0,2.0
1174010800104400015,A01,11740108,2.0,2.0
1144011500103130001,A03,11440115,2.0,2.0
1121510500106620013,A13,11215105,3.0,3.0
1162010200115460002,A01,11620102,4.0,4.0
1147010100103110000,A01,11470101,3.0,3.0
1121510100100180011,A01,11215101,4.0,4.0
1150010500107970007,A08,11500105,2.0,2.0
1132010500105970000,A01,11320105,3.0,3.0
1130510100103240014,A03,11305101,3.0,3.0
1162010200115370013,A03,11620102,2.0,2.0
1130510400101670008,A03,11305104,3.0,3.0
1138010600100010001,A03,11380106,4.0,4.0
1111017500102010010,A13,11110175,2.0,2.0
1114012500100490011,A03,11140125,2.0,2.0
1144010200102420075,A01,11440102,2.0,2.0
1153010200111270001,A01,11530102,3.0,3.0
1130510100101280056,A03,11305101,3.0,3.0
1168010100108130015,A01,11680101,1.0,1.0
1171010700101730018,A13,11710107,3.0,3.0
1123011000102880063,A03,11230110,2.0,2.0
1174010500104390000,A01,11740105,3.0,3.0
1138010500101910001,A03,11380105,3.0,3.0
1162010200116540001,A01,11620102,2.0,2.0
1154510100103710017,A11,11545101,2.0,2.0
1135010300101130000,A15,11350103,3.0,3.0
1171010800100290002,A11,11710108,3.0,3.0
1168011800109590021,A14,11680118,2.0,2.0
1165010100108640021,A08,11650101,3.0,3.0
1138010400104520007,A03,11380104,3.0,3.0
1153010800100350001,A01,11530108,3.0,3.0
1168010700105260001,A02,11680107,2.0,2.0
1120010100108110000,A01,11200101,4.0,4.0
1114016200103700059,A03,11140162,2.0,2.0
1154510300110300000,A03,11545103,3.0,3.0
1162010200101190014,A05,11620102,3.0,3.0
1171010700101860000,A01,11710107,4.0,4.0
1141010400100990001,A01,11410104,3.0,3.0
1150010300109760009,A02,11500103,3.0,3.0
1168010600109320000,A01,11680106,2.0,2.0
1159010300106970000,A01,11590103,4.0,4.0
1120010800101910024,A01,11200108,4.0,4.0
1153010700103490013,A03,11530107,3.0,3.0
1168010100106960017,A08,11680101,2.0,2.0
1156011000100450001,A14,11560110,1.0,1.0
1129013800100660323,A13,11290138,2.0,2.0
1114016200102480032,A01,11140162,2.0,2.0
1126010100105040018,A02,11260101,3.0,3.0
1117010700100240001,A01,11170107,4.0,4.0
1168010100107000021,A01,11680101,2.0,2.0
1174010800105600000,A03,11740108,3.0,3.0
1153010200104290259,A07,11530102,4.0,4.0
1121510400102560001,A03,11215104,4.0,4.0
1132010600105840000,A03,11320106,1.0,1.0
1165010100108360007,A01,11650101,1.0,1.0
1126010400101540026,A03,11260104,3.0,3.0
1129013300103960041,A06,11290133,2.0,2.0
1150010900105980144,A08,11500109,4.0,4.0
1126010100100510019,A03,11260101,4.0,4.0
1130510200104630035,A02,11305102,2.0,2.0
1114014800100180014,A01,11140148,3.0,3.0
1168010400101310010,A01,11680104,2.0,2.0
1111018600101000002,A06,11110186,2.0,2.0
1154510100101510050,A06,11545101,2.0,2.0
1114016200102500020,A01,11140162,2.0,2.0
1174010500103900007,A04,11740105,3.0,3.0
1159010200101830007,A03,11590102,3.0,3.0
1117012900103000027,A13,11170129,3.0,3.0
1126010100104330022,A01,11260101,4.0,4.0
1121510500105530228,A01,11215105,3.0,3.0
1168010100106700022,A11,11680101,2.0,2.0
1117012400102530000,A11,11170124,1.0,1.0
1174010300105020000,A03,11740103,3.0,3.0
1171010700109130000,A01,11710107,4.0,4.0
1132010700106590019,A06,11320107,2.0,2.0
1174010900104470000,A03,11740109,2.0,2.0
1117010100104580000,A01,11170101,2.0,2.0
1174010500103990002,A04,11740105,3.0,3.0
1144010200104610000,A04,11440102,1.0,1.0
1171010500102840002,A14,11710105,3.0,3.0
1150010300103400052,A13,11500103,1.0,1.0
1111010100100480000,A01,11110101,1.0,1.0
1132010600107050003,A07,11320106,2.0,2.0
1130510200104640008,A02,11305102,1.0,1.0
1156012900100760000,A03,11560129,3.0,3.0
1159010200102140291,A01,11590102,4.0,4.0
1174010900104270023,A01,11740109,3.0,3.0
1114015900100020002,A03,11140159,4.0,4.0
1174010800105370003,A01,11740108,3.0,3.0
1162010300110550027,A06,11620103,2.0,2.0
1156011000100160002,A01,11560110,1.0,1.0
1150010500107980006,A08,11500105,3.0,3.0
1168010500101160000,A02,11680105,2.0,2.0
1120010400100430000,A12,11200104,3.0,3.0
1129013400112760000,A01,11290134,2.0,2.0
1123010100100980032,A04,11230101,2.0,2.0
1174010800105500004,A13,11740108,2.0,2.0
1162010100100210015,A02,11620101,3.0,3.0
1165010800114510016,A03,11650108,2.0,2.0
1168010100106370019,A03,11680101,3.0,3.0
1144012300103770001,A01,11440123,2.0,2.0
1150010300110520000,A01,11500103,1.0,1.0
1111016800100010153,A01,11110168,1.0,1.0
1147010200104040016,A07,11470102,2.0,2.0
1123010900103120031,A03,11230109,4.0,4.0
1171010500101580004,A08,11710105,1.0,1.0
1121510700100070004,A08,11215107,2.0,2.0
1159010700103230005,A08,11590107,2.0,2.0
1111017100100740001,A03,11110171,2.0,2.0
1129013900101280007,A01,11290139,2.0,2.0
1126010100106060005,A03,11260101,4.0,4.0
1168010800100600008,A14,11680108,1.0,1.0
1114016200101330034,A01,11140162,2.0,2.0
1165010800116730005,A03,11650108,3.0,3.0
1120011200112060000,A10,11200112,3.0,3.0
1129010700100160000,A01,11290107,4.0,4.0
1174010900100340006,A09,11740109,2.0,2.0
1138010200101560042,A03,11380102,4.0,4.0
1154510100103270005,A06,11545101,2.0,2.0
1130510400102510000,A01,11305104,3.0,3.0
1165010200100120007,A03,11650102,1.0,1.0
1138010900103720000,A11,11380109,4.0,4.0
1162010200116400009,A05,11620102,1.0,1.0
1156011300102470000,A01,11560113,3.0,3.0
1159010100100850037,A05,11590101,4.0,4.0
1168011800109540013,A01,11680118,1.0,1.0
1174010800104300005,A11,11740108,2.0,2.0
1174010500104450000,A01,11740105,3.0,3.0
1144011500101430029,A05,11440115,2.0,2.0
1168011800104670006,A01,11680118,2.0,2.0
1132010500100190001,A01,11320105,3.0,3.0
1141011600100520121,A03,11410116,2.0,2.0
1135010600100550017,A01,11350106,2.0,2.0
1171010500102890011,A03,11710105,4.0,4.0
1153010100103370000,A13,11530101,2.0,2.0
1171010100102080000,A03,11710101,3.0,3.0
1156013200103550633,A01,11560132,4.0,4.0
1154510200103780397,A06,11545102,4.0,4.0
1156012000100430008,A03,11560120,2.0,2.0
1132010500103060029,A02,11320105,3.0,3.0
1111013500102660000,A03,11110135,1.0,1.0
1121510300102510082,A03,11215103,2.0,2.0
1171010600101300014,A01,11710106,2.0,2.0
1156010400100230005,A01,11560104,1.0,1.0
1162010200105430022,A01,11620102,2.0,2.0
1162010200116800031,A03,11620102,4.0,4.0
1138011400102190005,A03,11380114,4.0,4.0
1117012000100030006,A01,11170120,3.0,3.0
1162010200200560001,A13,11620102,2.0,2.0
1156012800100270004,A13,11560128,1.0,1.0
1111016400102150052,A03,11110164,3.0,3.0
1168010100108170018,A03,11680101,1.0,1.0
1168011100105810000,A09,11680111,4.0,4.0
1117012800100650357,A08,11170128,3.0,3.0
1121510900103610031,A03,11215109,4.0,4.0
1147010200105230052,A08,11470102,5.0,5.0
1144012000103260028,A03,11440120,2.0,2.0
1168010100107020030,A01,11680101,1.0,1.0
1171011100100890000,A04,11710111,3.0,3.0
1123010200100390525,A01,11230102,4.0,4.0
1114017300100620016,A01,11140173,2.0,2.0
1165010800115880006,A03,11650108,2.0,2.0
1130510300103100001,A02,11305103,2.0,2.0
1135010300106170003,A05,11350103,3.0,3.0
1111013500100060005,A01,11110135,1.0,1.0
1174010900101550007,A08,11740109,2.0,2.0
1168010400101260003,A03,11680104,3.0,3.0
1150010500107940000,A03,11500105,2.0,2.0
1123011000102880061,A03,11230110,3.0,3.0
1111016200102260001,A01,11110162,1.0,1.0
1171010600101170012,A03,11710106,4.0,4.0
1150010500108010002,A01,11500105,3.0,3.0
1114016200103040247,A04,11140162,3.0,3.0
1135010300105090038,A03,11350103,2.0,2.0
1144012000104030013,A03,11440120,1.0,1.0
1150010300108650025,A07,11500103,3.0,3.0
1147010200104050300,A11,11470102,2.0,2.0
1165010800115490012,A01,11650108,1.0,1.0
1138010900100020019,A03,11380109,2.0,2.0
1121510700100080008,A03,11215107,1.0,1.0
1165010200100080055,A03,11650102,3.0,3.0
1117010400100690027,A03,11170104,2.0,2.0
1121510500105530083,A01,11215105,4.0,4.0
1114017100101410001,A01,11140171,4.0,4.0
1132010500104230094,A03,11320105,3.0,3.0
1121510700101110027,A03,11215107,3.0,3.0
1171010500102510008,A07,11710105,4.0,4.0
1141010200100300010,A01,11410102,3.0,3.0
1171010500102950011,A08,11710105,3.0,3.0
1150010100102440003,A01,11500101,2.0,2.0
1162010100108580001,A03,11620101,1.0,1.0
1165010800115710016,A01,11650108,1.0,1.0
1174010800103830007,A01,11740108,4.0,4.0
1156012500100200000,A13,11560125,5.0,5.0
1126010400102390077,A01,11260104,2.0,2.0
1141010100101820013,A08,11410101,3.0,3.0
1130510300103910001,A01,11305103,3.0,3.0
1123010400100320004,A13,11230104,4.0,4.0
1132010500100530000,A01,11320105,4.0,4.0
1132010800106340009,A06,11320108,2.0,2.0
1132010700106760033,A01,11320107,4.0,4.0
1153010200111240081,A01,11530102,1.0,1.0
1171010500102100010,A06,11710105,3.0,3.0
1144011500100930044,A03,11440115,2.0,2.0
1168010800101120021,A02,11680108,1.0,1.0
1114015500103490001,A14,11140155,2.0,2.0
1114010200101270000,A01,11140102,2.0,2.0
1162010200200560001,A05,11620102,2.0,2.0
1120010200109460040,A01,11200102,3.0,3.0
1171010800101500000,A06,11710108,3.0,3.0
1171010700101180006,A03,11710107,4.0,4.0
1154510300108130058,A01,11545103,2.0,2.0
1114016200100520267,A01,11140162,3.0,3.0
1171010600101320013,A01,11710106,1.0,1.0
1135010300105710009,A03,11350103,3.0,3.0
1168010100107190024,A03,11680101,2.0,2.0
1150010300109380017,A01,11500103,2.0,2.0
1144012100101690022,A04,11440121,4.0,4.0
1141011100102980009,A01,11410111,3.0,3.0
1141011200100600009,A08,11410112,3.0,3.0
1141012000103810000,A07,11410120,2.0,2.0
1132010700100100000,A01,11320107,2.0,2.0
1144012700100420007,A03,11440127,2.0,2.0
1165010100104770006,A08,11650101,3.0,3.0
1162010100108710065,A12,11620101,2.0,2.0
1174010500103470013,A01,11740105,3.0,3.0
1111014600101700003,A01,11110146,1.0,1.0
1135010200100170000,A02,11350102,2.0,2.0
1165010800115780006,A01,11650108,2.0,2.0
1153010600100460066,A04,11530106,2.0,2.0
1162010100104660013,A01,11620101,4.0,4.0
1174010700104960031,A03,11740107,4.0,4.0
1144012000104110007,A03,11440120,3.0,3.0
1135010200100210023,A01,11350102,4.0,4.0
1156013300107830013,A01,11560133,4.0,4.0
1165010800113580000,A01,11650108,2.0,2.0
1132010500100960003,A01,11320105,1.0,1.0
1135010200100550007,A05,11350102,4.0,4.0
1147010300100190014,A02,11470103,3.0,3.0
1165010200102150000,A11,11650102,1.0,1.0
1126010500104910032,A01,11260105,2.0,2.0
1171010700100310000,A03,11710107,2.0,2.0
1168010700105490007,A15,11680107,1.0,1.0
1121510500100010002,A06,11215105,1.0,1.0
1156010700100060001,A01,11560107,2.0,2.0
1138011400100730000,A06,11380114,1.0,1.0
1121510300102540003,A07,11215103,4.0,4.0
1135010500103230016,A01,11350105,2.0,2.0
1156012700100450000,A01,11560127,2.0,2.0
1135010300107370000,A14,11350103,3.0,3.0
1162010200106610049,A01,11620102,3.0,3.0
1117012900103010018,A03,11170129,3.0,3.0
1162010100116050007,A01,11620101,4.0,4.0
1111013700100650001,A12,11110137,3.0,3.0
1147010100101190056,A04,11470101,4.0,4.0
1165010800115530005,A13,11650108,1.0,1.0
1153010700104030054,A08,11530107,4.0,4.0
1168010400101230038,A13,11680104,1.0,1.0
1121510700100080024,A01,11215107,1.0,1.0
1168010700105070006,A13,11680107,3.0,3.0
1117010100104460000,A01,11170101,2.0,2.0
1165010700101180003,A03,11650107,1.0,1.0
1130510300103970028,A01,11305103,2.0,2.0
1174010900100450002,A11,11740109,3.0,3.0
1132010800106160019,A01,11320108,4.0,4.0
1111011100100980003,A03,11110111,2.0,2.0
1162010100100140070,A06,11620101,4.0,4.0
1144012700100360016,A01,11440127,2.0,2.0
1171010800106430001,A14,11710108,3.0,3.0
1120010700103090013,A01,11200107,3.0,3.0
1135010300106610009,A07,11350103,2.0,2.0
1156011000100320001,A03,11560110,2.0,2.0
1150010300103430059,A03,11500103,2.0,2.0
1171010100103130007,A01,11710101,3.0,3.0
1165010200102830003,A01,11650102,2.0,2.0
1135010500101560144,A01,11350105,4.0,4.0
1168010100106990015,A15,11680101,3.0,3.0
1147010100110180013,A03,11470101,3.0,3.0
1135010600100580008,A01,11350106,1.0,1.0
1171010800101150008,A04,11710108,1.0,1.0
1156013300107140006,A03,11560133,3.0,3.0
1168011400107160000,A06,11680114,3.0,3.0
1168010800100610013,A13,11680108,2.0,2.0
1159010300103620004,A11,11590103,2.0,2.0
1144010100107030015,A01,11440101,4.0,4.0
1162010200101030200,A08,11620102,4.0,4.0
1111013300101270004,A01,11110133,3.0,3.0
1129013900103840021,A01,11290139,3.0,3.0
1144012700100140009,A01,11440127,1.0,1.0
1174010500104140005,A13,11740105,2.0,2.0
1168010800102420028,A01,11680108,2.0,2.0
1141011100103300078,A01,11410111,2.0,2.0
1120010700100030020,A05,11200107,3.0,3.0
1168010800101440015,A01,11680108,4.0,4.0
1144011500103160008,A01,11440115,3.0,3.0
1168010400101320000,A01,11680104,2.0,2.0
1150010300104220001,A02,11500103,3.0,3.0
1123010500100940009,A13,11230105,4.0,4.0
1159010200103140013,A03,11590102,2.0,2.0
1156011200100480025,A03,11560112,4.0,4.0
1159010200105040006,A01,11590102,4.0,4.0
1168010600109350005,A03,11680106,3.0,3.0
1168010700106070003,A08,11680107,3.0,3.0
1159010700100890069,A03,11590107,2.0,2.0
1144010200102560017,A01,11440102,4.0,4.0
1121510500106280018,A01,11215105,3.0,3.0
1111017400103080001,A03,11110174,3.0,3.0
1129013300108910001,A11,11290133,2.0,2.0
1129010200100470000,A03,11290102,1.0,1.0
1156012100100830003,A01,11560121,3.0,3.0
1129011600100180000,A11,11290116,3.0,3.0
1126010200101040101,A01,11260102,2.0,2.0
1111015300101370000,A08,11110153,1.0,1.0
1132010700105520008,A01,11320107,4.0,4.0
1171010700100980000,A03,11710107,1.0,1.0
1162010200116350078,A07,11620102,2.0,2.0
1111016900101330001,A13,11110169,4.0,4.0
1168010100106550026,A03,11680101,3.0,3.0
1138010700100870001,A11,11380107,3.0,3.0
1165010800115540001,A03,11650108,3.0,3.0
1111015100100030001,A01,11110151,2.0,2.0
1130510200104460013,A01,11305102,4.0,4.0
1162010200104680001,A02,11620102,4.0,4.0
1114011800100060008,A03,11140118,1.0,1.0
1168010800102330004,A01,11680108,3.0,3.0
1153010200101700001,A07,11530102,3.0,3.0
1168010100107050009,A01,11680101,2.0,2.0
1120011500102890008,A01,11200115,2.0,2.0
1111014800100130000,A03,11110148,3.0,3.0
1126010100101780048,A01,11260101,3.0,3.0
1130510100103040008,A03,11305101,4.0,4.0
1168010100108270050,A03,11680101,4.0,4.0
1153010200101840001,A01,11530102,2.0,2.0
1141011800103660003,A03,11410118,3.0,3.0
1147010200107190011,A03,11470102,4.0,4.0
1162010200106550061,A11,11620102,4.0,4.0
1141011100102680007,A01,11410111,3.0,3.0
1171010400100880008,A14,11710104,4.0,4.0
1165010200102190002,A06,11650102,2.0,2.0
1171010700101190011,A03,11710107,4.0,4.0
1129011600100850072,A01,11290116,1.0,1.0
1120011400103190003,A01,11200114,4.0,4.0
1165010800113200010,A11,11650108,1.0,1.0
1156012600100330014,A01,11560126,3.0,3.0
1168010100108220004,A13,11680101,1.0,1.0
1171010300102570096,A01,11710103,3.0,3.0
1114016700100370000,A05,11140167,4.0,4.0
1126010300103020056,A03,11260103,3.0,3.0
1123010600102940013,A04,11230106,3.0,3.0
1154510100105470075,A01,11545101,2.0,2.0
1162010200101160025,A11,11620102,4.0,4.0
1120011800100660196,A02,11200118,4.0,4.0
1126010100115270000,A01,11260101,4.0,4.0
1120011500103310243,A13,11200115,3.0,3.0
1141011000101260010,A03,11410110,4.0,4.0
1165010800115890004,A12,11650108,1.0,1.0
1111017700102330000,A05,11110177,3.0,3.0
1111017400104040001,A01,11110174,2.0,2.0
1154510200103780066,A03,11545102,5.0,5.0
1121510300106650000,A15,11215103,2.0,2.0
1162010200115230001,A03,11620102,3.0,3.0
1120011400106560604,A03,11200114,3.0,3.0
1147010100111480002,A02,11470101,3.0,3.0
1168010700105020011,A03,11680107,2.0,2.0
1153010800101720021,A01,11530108,3.0,3.0
1141011100103340087,A01,11410111,2.0,2.0
1144010800104050020,A01,11440108,3.0,3.0
1144010200104710000,A03,11440102,2.0,2.0
1129013300100160314,A01,11290133,3.0,3.0
1123010600100930064,A13,11230106,4.0,4.0
1111014800101090000,A03,11110148,1.0,1.0
1159010200104160000,A03,11590102,4.0,4.0
1114012400100250009,A11,11140124,1.0,1.0
1162010100109720042,A01,11620101,3.0,3.0
1171010300101480015,A01,11710103,3.0,3.0
1114016200103660009,A01,11140162,2.0,2.0
1168010100107040044,A01,11680101,1.0,1.0
1114012700100320012,A01,11140127,1.0,1.0
1144012000103580041,A13,11440120,3.0,3.0
1174010800104300015,A01,11740108,3.0,3.0
1135010400100630003,A06,11350104,3.0,3.0
1132010700105620017,A13,11320107,3.0,3.0
1150010500107990009,A03,11500105,3.0,3.0
1168010100108140005,A08,11680101,1.0,1.0
1168010700105130002,A01,11680107,1.0,1.0
1153010200106500004,A08,11530102,1.0,1.0
1168011300105320000,A14,11680113,2.0,2.0
1162010200115330006,A03,11620102,3.0,3.0
1144011100101900000,A03,11440111,3.0,3.0
1126010100104970015,A08,11260101,2.0,2.0
1165010100110150000,A04,11650101,1.0,1.0
1111013500100190011,A14,11110135,2.0,2.0
1138010400103990019,A01,11380104,1.0,1.0
1111011700101280027,A11,11110117,1.0,1.0
1171010400100970047,A03,11710104,3.0,3.0
1135010300104990003,A03,11350103,3.0,3.0
1159010700102240013,A08,11590107,3.0,3.0
1141011200101040016,A13,11410112,2.0,2.0
1150010300110660020,A09,11500103,1.0,1.0
1111015600101030002,A05,11110156,3.0,3.0
1111014000100270022,A03,11110140,4.0,4.0
1150010800100520010,A01,11500108,3.0,3.0
1126010200100880049,A03,11260102,2.0,2.0
1132010500103500003,A01,11320105,3.0,3.0
1123010600103980007,A08,11230106,4.0,4.0
1120010700102670017,A03,11200107,3.0,3.0
1147010300105140001,A03,11470103,4.0,4.0
1129013300102600117,A03,11290133,3.0,3.0
1132010600107010000,A11,11320106,2.0,2.0
1156012400100080000,A01,11560124,1.0,1.0
1130510200104640001,A01,11305102,1.0,1.0
1150010500107990004,A08,11500105,3.0,3.0
1141011600100530019,A03,11410116,2.0,2.0
1120011400106680110,A14,11200114,2.0,2.0
1111013300101660029,A06,11110133,1.0,1.0
1138010400104510006,A14,11380104,3.0,3.0
1171010100102180004,A03,11710101,2.0,2.0
1144010400101790003,A05,11440104,2.0,2.0
1114016200103400067,A04,11140162,4.0,4.0
1111016300102310001,A01,11110163,4.0,4.0
1130510300106050371,A02,11305103,3.0,3.0
1144012400102570012,A03,11440124,4.0,4.0
1130510300104300009,A01,11305103,4.0,4.0
1114016600100570007,A11,11140166,2.0,2.0
1154510100101430006,A01,11545101,2.0,2.0
1130510100108600103,A03,11305101,4.0,4.0
1121510500107940007,A03,11215105,1.0,1.0
1123010600101860008,A01,11230106,3.0,3.0
1156011100104030000,A01,11560111,4.0,4.0
1114013800100970002,A01,11140138,2.0,2.0
1120010200109550012,A01,11200102,3.0,3.0
1165010700107060004,A01,11650107,2.0,2.0
1135010300103380061,A10,11350103,3.0,3.0
1174010800105160013,A03,11740108,3.0,3.0
1168010800101230000,A03,11680108,2.0,2.0
1168010100107740013,A01,11680101,2.0,2.0
1150010300111140029,A13,11500103,3.0,3.0
1111013500100120013,A01,11110135,2.0,2.0
1159010200102560001,A06,11590102,4.0,4.0
1156011700101210144,A03,11560117,3.0,3.0
1123010100101090005,A03,11230101,4.0,4.0
1144012400103870018,A03,11440124,2.0,2.0
1168010500100160001,A03,11680105,2.0,2.0
1165010100109810010,A08,11650101,3.0,3.0
1162010100116550040,A03,11620101,4.0,4.0
1174010900100490016,A01,11740109,4.0,4.0
1111011200100300000,A03,11110112,2.0,2.0
1111013800100400000,A02,11110138,1.0,1.0
1117013100100680015,A13,11170131,1.0,1.0
1114016500116850000,A01,11140165,1.0,1.0
1144012700100020112,A01,11440127,2.0,2.0
1162010100104640028,A01,11620101,4.0,4.0
1117013100106310017,A13,11170131,2.0,2.0
1141010200102570000,A01,11410102,2.0,2.0
1130510300107110015,A06,11305103,4.0,4.0
1153010600100760179,A02,11530106,3.0,3.0
1171010700101970016,A03,11710107,2.0,2.0
